Task Description,Category,Skill
Prepare technical guides,documentation,markdown
Write API documentation,documentation,technical writing
Write release notes,documentation,confluence
Create user manuals,documentation,technical writing
Write API documentation,documentation,confluence
Document code for open-source project,documentation,asciidoc
Write release notes,documentation,asciidoc
Prepare technical guides,documentation,technical writing
Create user manuals,documentation,sphinx
Prepare technical guides,documentation,user manuals
Maintain project wiki,documentation,technical writing
Write API documentation,documentation,readthedocs
Maintain project wiki,documentation,asciidoc
Prepare technical guides,documentation,readthedocs
Maintain project wiki,documentation,api documentation
Write release notes,documentation,markdown
Write release notes,documentation,user manuals
Create user manuals,documentation,confluence
Write release notes,documentation,asciidoc
Maintain project wiki,documentation,sphinx
Write release notes,documentation,user manuals
Write API documentation,documentation,sphinx
Write release notes,documentation,markdown
Write API documentation,documentation,confluence
Write release notes,documentation,readthedocs
Maintain project wiki,documentation,technical writing
Write API documentation,documentation,sphinx
Prepare technical guides,documentation,sphinx
Document code for open-source project,documentation,sphinx
Create user manuals,documentation,confluence
Prepare technical guides,documentation,user manuals
Create user manuals,documentation,asciidoc
Write API documentation,documentation,api documentation
Write API documentation,documentation,api documentation
Create user manuals,documentation,confluence
Create user manuals,documentation,user manuals
Prepare technical guides,documentation,sphinx
Write release notes,documentation,asciidoc
Prepare technical guides,documentation,confluence
Write API documentation,documentation,readthedocs
Document code for open-source project,documentation,sphinx
Document code for open-source project,documentation,markdown
Prepare technical guides,documentation,readthedocs
Write release notes,documentation,sphinx
Prepare technical guides,documentation,user manuals
Document code for open-source project,documentation,user manuals
Prepare technical guides,documentation,readthedocs
Create user manuals,documentation,technical writing
Maintain project wiki,documentation,sphinx
Write API documentation,documentation,markdown
Write release notes,documentation,user manuals
Prepare technical guides,documentation,api documentation
Write API documentation,documentation,sphinx
Write release notes,documentation,user manuals
Write release notes,documentation,sphinx
Prepare technical guides,documentation,sphinx
Document code for open-source project,documentation,asciidoc
Write release notes,documentation,technical writing
Write API documentation,documentation,markdown
Document code for open-source project,documentation,confluence
Write release notes,documentation,user manuals
Prepare technical guides,documentation,user manuals
Prepare technical guides,documentation,user manuals
Create user manuals,documentation,technical writing
Write API documentation,documentation,confluence
Write release notes,documentation,readthedocs
Write release notes,documentation,confluence
Maintain project wiki,documentation,markdown
Write API documentation,documentation,sphinx
Prepare technical guides,documentation,asciidoc
Prepare technical guides,documentation,user manuals
Maintain project wiki,documentation,user manuals
